iter	AUC	Logloss
0	0.9944907129	0.6748136927
1	0.9986142814	0.6561434386
2	0.9998152256	0.6390255787
3	0.9998488426	0.6218254214
4	0.9999160171	0.6055761869
5	0.9999328256	0.5890242154
6	0.9999496341	0.5751282113
7	0.999966383	0.5600734773
8	0.9999831915	0.5460362669
9	0.9999831915	0.5312513133
10	1	0.5173878904
11	1	0.5034215333
12	1	0.4918919548
13	1	0.4791809457
14	1	0.4664459541
15	0.9999831915	0.4547114138
16	1	0.4436281548
17	1	0.4327084276
18	1	0.4207431606
19	1	0.4089818235
20	1	0.4002257488
21	1	0.3911718775
22	1	0.3814354568
23	1	0.3736317744
24	1	0.3652499777
25	1	0.3550111739
26	1	0.346358909
27	1	0.3378831207
28	1	0.329163223
29	1	0.3204247209
30	1	0.3119962098
31	1	0.3049904245
32	1	0.2976929086
33	1	0.290878421
34	1	0.2843798966
35	1	0.2780681047
36	1	0.2725111539
37	1	0.2668545832
38	1	0.2609408332
39	1	0.2555494152
40	1	0.2504953322
41	1	0.2455687914
42	1	0.2415339048
43	1	0.2359435128
44	1	0.2305733884
45	1	0.2254474984
46	1	0.2215421083
47	1	0.217050865
48	1	0.2134829975
49	1	0.2088842236
50	1	0.2051406141
51	1	0.20136064
52	1	0.1975309653
53	1	0.1937756773
54	1	0.1904480575
55	1	0.1871439199
56	1	0.183628051
57	1	0.1800842911
58	1	0.1769943863
59	1	0.1743550066
60	1	0.171053605
61	1	0.1678187886
62	1	0.1655215748
63	1	0.1625512389
64	1	0.1595039055
65	1	0.1570961905
66	1	0.1544405515
67	1	0.1517123863
68	1	0.149233052
69	1	0.1472194234
70	1	0.1450306001
71	1	0.1428068974
72	1	0.140310053
73	1	0.1377578016
74	1	0.1353139096
75	1	0.1328558375
76	1	0.1308444758
77	1	0.1288704325
78	1	0.1271841018
79	1	0.1256598332
80	1	0.1236718913
81	1	0.121922063
82	1	0.1200353591
83	1	0.1183540938
84	1	0.1165288472
85	1	0.114448649
86	1	0.1125788141
87	1	0.1111897953
88	1	0.1099586643
89	1	0.1087587231
90	1	0.1074579036
91	1	0.1062137416
92	1	0.1048695298
93	1	0.1036516877
94	1	0.1024892995
95	1	0.1010022711
96	1	0.09982897805
97	1	0.09865124499
98	1	0.0976910982
99	1	0.09638629194
100	1	0.0952202453
101	1	0.09404445085
102	1	0.09305778879
103	1	0.09219046108
104	1	0.09099148141
105	1	0.08993891419
106	1	0.08873351676
107	1	0.08776495105
108	1	0.08666389497
109	1	0.08579159565
110	1	0.08453917894
111	1	0.08362929547
112	1	0.08253299213
113	1	0.08175525509
114	1	0.08090943196
115	1	0.08020191505
116	1	0.07950840622
117	1	0.07854342851
118	1	0.07762869069
119	1	0.07665807693
120	1	0.07565356083
121	1	0.07494848283
122	1	0.07423255483
123	1	0.07352761753
124	1	0.07282661219
125	1	0.07201604374
126	1	0.0713386692
127	1	0.07070957246
128	1	0.06996605826
129	1	0.0693207178
130	1	0.06884619447
131	1	0.06819316989
132	1	0.06759085421
133	1	0.06675227744
134	1	0.06621373286
135	1	0.06571205327
136	1	0.0651056532
137	1	0.06445921445
138	1	0.06399724132
139	1	0.06363200751
140	1	0.06306452438
141	1	0.06254695673
142	1	0.06208201315
143	1	0.06146774136
144	1	0.06083392706
145	1	0.06036288621
146	1	0.05986220719
147	1	0.05941713052
148	1	0.05891233194
149	1	0.05843768354
150	1	0.0580093587
151	1	0.05744052324
152	1	0.05709603966
153	1	0.05659157331
154	1	0.05595741897
155	1	0.05544958349
156	1	0.05495665503
157	1	0.05452095094
158	1	0.05418364728
159	1	0.05370648963
160	1	0.05315531277
161	1	0.05262163819
162	1	0.05227542314
163	1	0.05189903447
164	1	0.05151390639
165	1	0.05108864972
166	1	0.05060150975
167	1	0.05017128147
168	1	0.04982535565
169	1	0.04940813096
170	1	0.04901679227
171	1	0.0487342428
172	1	0.04841592664
173	1	0.04803867809
174	1	0.04774561866
175	1	0.04745767937
176	1	0.04707774178
177	1	0.04673805784
178	1	0.0463643074
179	1	0.04609937355
180	1	0.04575188824
181	1	0.04536574004
182	1	0.04503448674
183	1	0.04477357864
184	1	0.04444563584
185	1	0.04418618562
186	1	0.04387359541
187	1	0.04357510707
188	1	0.04330448244
189	1	0.0429714156
190	1	0.04264637681
191	1	0.04238673116
192	1	0.04213993667
193	1	0.04189430299
194	1	0.04166735196
195	1	0.04143704743
196	1	0.04108493445
197	1	0.04083072944
198	1	0.04055497685
199	1	0.04027213425
200	1	0.04002299074
201	1	0.03981593398
202	1	0.03956155699
203	1	0.03929164761
204	1	0.03905136468
205	1	0.03875412706
206	1	0.0385067502
207	1	0.03831913823
208	1	0.03803157025
209	1	0.03778177793
210	1	0.03751269325
211	1	0.03734143836
212	1	0.03711480782
213	1	0.03687975837
214	1	0.03672623243
215	1	0.03655276924
216	1	0.03631527697
217	1	0.03610308835
218	1	0.03585778299
219	1	0.03553182962
220	1	0.03531552924
221	1	0.03512453642
222	1	0.03485545174
223	1	0.03469958071
224	1	0.03448045449
225	1	0.03433113411
226	1	0.03416746171
227	1	0.03389751716
228	1	0.03368718507
229	1	0.03344028113
230	1	0.03323768397
231	1	0.03304520982
232	1	0.0328687449
233	1	0.03271326472
234	1	0.03253974094
235	1	0.03235722565
236	1	0.03218119848
237	1	0.03199866561
238	1	0.03187098464
239	1	0.03168909472
240	1	0.03144608756
241	1	0.03129922562
242	1	0.03113607891
243	1	0.03096709486
244	1	0.03077998318
245	1	0.03057982101
246	1	0.03036173445
247	1	0.03025842104
248	1	0.03013671812
249	1	0.02999374515
250	1	0.02982957637
251	1	0.02966325791
252	1	0.02952609297
253	1	0.02939453477
254	1	0.02926881001
255	1	0.02916441198
256	1	0.02900229712
257	1	0.02889159468
258	1	0.02874440443
259	1	0.02862290672
260	1	0.02849601918
261	1	0.02835978445
262	1	0.02820596734
263	1	0.0280784349
264	1	0.02790886848
265	1	0.0278011111
266	1	0.02766091315
267	1	0.0275353975
268	1	0.0273939547
269	1	0.02724571697
270	1	0.02709651775
271	1	0.02697922558
272	1	0.0268503877
273	1	0.02669626768
274	1	0.02653201095
275	1	0.02635243682
276	1	0.02626987559
277	1	0.0260893126
278	1	0.0259257301
279	1	0.02578312452
280	1	0.0256987732
281	1	0.02559676327
282	1	0.02545189467
283	1	0.02532463777
284	1	0.02523189685
285	1	0.02511320935
286	1	0.02497540927
287	1	0.02486694641
288	1	0.02479859649
289	1	0.02466790403
290	1	0.02459955802
291	1	0.0245027933
292	1	0.02441363843
293	1	0.02428939303
294	1	0.02419302503
295	1	0.0240088584
296	1	0.02394556218
297	1	0.02383102354
298	1	0.02372003579
299	1	0.02360362694
